# Feature selection method: MIC
# The features were ranked according to their importance, the topper the more important the feature is
=======================
feature	MIC-value
SeqPos.8.CHOC760102	0.006
SeqPos.3.PRAM820102	0.006
SeqPos.9.TANS770110	0.006
SeqPos.7.CHOP780206	0.006
SeqPos.3.GUYH850104	0.006
SeqPos.2.PALJ810105	0.006
SeqPos.3.KOEP990101	0.006
SeqPos.5.FUKS010106	0.006
SeqPos.2.GEOR030103	0.006
SeqPos.9.GEIM800101	0.006
SeqPos.5.QIAN880135	0.006
SeqPos.9.RACS820105	0.006
SeqPos.4.BEGF750101	0.006
SeqPos.5.MAXF760103	0.006
SeqPos.3.YUTK870101	0.006
SeqPos.1.AURR980118	0.006
SeqPos.9.OOBM850103	0.006
SeqPos.6.PALJ810105	0.006
SeqPos.9.QIAN880117	0.006
SeqPos.9.KIMC930101	0.006
SeqPos.3.QIAN880138	0.006
SeqPos.2.OOBM850104	0.006
SeqPos.2.PALJ810101	0.006
SeqPos.9.PARS000102	0.006
SeqPos.3.JOND920102	0.006
SeqPos.8.AURR980112	0.006
SeqPos.6.NADH010101	0.006
SeqPos.2.BIOV880102	0.006
SeqPos.1.PALJ810108	0.006
SeqPos.9.ARGP820102	0.006
SeqPos.2.TANS770110	0.006
SeqPos.1.YUTK870104	0.006
SeqPos.3.PTIO830101	0.006
SeqPos.3.QIAN880132	0.006
SeqPos.1.QIAN880101	0.005
SeqPos.4.PALJ810101	0.005
SeqPos.7.GEOR030103	0.005
SeqPos.7.RICJ880109	0.005
SeqPos.5.LEVM780104	0.005
SeqPos.5.AURR980111	0.005
SeqPos.6.GEIM800111	0.005
SeqPos.7.BIGC670101	0.005
SeqPos.7.QIAN880113	0.005
SeqPos.4.QIAN880105	0.005
SeqPos.8.QIAN880108	0.005
SeqPos.6.PRAM820103	0.005
SeqPos.1.NAKH900111	0.005
SeqPos.8.ROSM880102	0.005
SeqPos.6.QIAN880118	0.005
SeqPos.4.SNEP660102	0.005
SeqPos.7.KANM800103	0.005
SeqPos.3.PONP800104	0.005
SeqPos.3.PARS000101	0.005
SeqPos.4.ZIMJ680101	0.005
SeqPos.3.RICJ880105	0.005
SeqPos.2.KANM800104	0.005
SeqPos.3.ROBB760111	0.005
SeqPos.2.GEOR030104	0.005
SeqPos.6.PRAM900101	0.005
SeqPos.6.ENGD860101	0.005
SeqPos.2.QIAN880127	0.005
SeqPos.5.GEIM800105	0.005
SeqPos.3.RACS820108	0.005
SeqPos.2.CEDJ970104	0.005
SeqPos.4.NADH010101	0.005
SeqPos.3.FASG760101	0.005
SeqPos.4.OOBM850102	0.005
SeqPos.8.WOLS870102	0.005
SeqPos.7.DAYM780101	0.005
SeqPos.9.LEVM760104	0.005
SeqPos.4.ZIMJ680102	0.005
SeqPos.7.PONP800103	0.005
SeqPos.5.QIAN880109	0.005
SeqPos.3.TANS770105	0.005
SeqPos.6.QIAN880126	0.005
SeqPos.6.ISOY800103	0.005
SeqPos.2.KANM800103	0.005
SeqPos.2.ROSG850101	0.005
SeqPos.4.ISOY800106	0.005
SeqPos.2.NAKH900109	0.005
SeqPos.6.BROC820101	0.005
SeqPos.2.FUKS010104	0.005
SeqPos.9.RICJ880103	0.005
SeqPos.3.LEVM780103	0.005
SeqPos.6.FUKS010104	0.005
SeqPos.2.ROBB760104	0.005
SeqPos.1.QIAN880125	0.005
SeqPos.2.CHOP780216	0.005
SeqPos.6.LIFS790101	0.005
SeqPos.1.QIAN880104	0.005
SeqPos.3.QIAN880102	0.005
SeqPos.9.CIDH920105	0.005
SeqPos.4.QIAN880139	0.005
SeqPos.1.QIAN880117	0.005
SeqPos.1.PARS000101	0.005
SeqPos.9.EISD860103	0.005
SeqPos.5.QIAN880111	0.005
SeqPos.9.NAKH900112	0.005
SeqPos.3.FAUJ880104	0.005
SeqPos.6.JANJ780101	0.005
SeqPos.1.KARP850102	0.005
SeqPos.2.RACS820103	0.005
SeqPos.4.VINM940103	0.005
SeqPos.7.AURR980105	0.005
SeqPos.1.MEIH800101	0.005
SeqPos.1.MUNV940101	0.005
SeqPos.1.PLIV810101	0.005
SeqPos.9.GEOR030104	0.005
SeqPos.4.DESM900101	0.005
SeqPos.7.TANS770101	0.005
SeqPos.6.GUOD860101	0.005
SeqPos.8.GARJ730101	0.005
SeqPos.6.AURR980118	0.005
SeqPos.7.QIAN880130	0.005
SeqPos.9.OOBM850102	0.005
SeqPos.9.WILM950103	0.005
SeqPos.9.ZASB820101	0.005
SeqPos.7.CEDJ970105	0.005
SeqPos.3.MEEJ810101	0.005
SeqPos.7.BROC820101	0.005
SeqPos.2.GEIM800105	0.005
SeqPos.5.FAUJ880105	0.005
SeqPos.3.AURR980117	0.005
SeqPos.5.PALJ810104	0.005
SeqPos.9.FAUJ880104	0.005
SeqPos.2.ROBB760111	0.005
SeqPos.1.WERD780102	0.005
SeqPos.1.WERD780103	0.005
SeqPos.1.QIAN880131	0.005
SeqPos.7.RACS770102	0.005
SeqPos.6.CHAM830101	0.005
SeqPos.3.AURR980113	0.005
SeqPos.6.WERD780104	0.005
SeqPos.6.BUNA790102	0.005
SeqPos.7.QIAN880115	0.005
SeqPos.6.CHOP780211	0.005
SeqPos.2.HOPA770101	0.005
SeqPos.2.HARY940101	0.005
SeqPos.9.RACS820104	0.005
SeqPos.4.PTIO830101	0.005
SeqPos.9.RICJ880104	0.005
SeqPos.6.AURR980102	0.005
SeqPos.9.GEIM800104	0.005
SeqPos.1.GEIM800101	0.005
SeqPos.3.ROBB760113	0.005
SeqPos.6.HOPA770101	0.005
SeqPos.7.GEIM800105	0.005
SeqPos.6.PONP800101	0.005
SeqPos.6.CHOP780101	0.005
SeqPos.1.QIAN880134	0.005
SeqPos.1.ANDN920101	0.005
SeqPos.3.WOLS870101	0.005
SeqPos.9.SUYM030101	0.005
SeqPos.5.RACS820107	0.005
SeqPos.9.TANS770107	0.005
SeqPos.9.BUNA790102	0.005
SeqPos.2.CORJ870107	0.005
SeqPos.5.WILM950101	0.005
SeqPos.1.AURR980102	0.005
SeqPos.9.RACS820106	0.005
SeqPos.2.TANS770108	0.005
SeqPos.9.TANS770106	0.005
SeqPos.1.GEIM800107	0.005
SeqPos.6.FASG760101	0.005
SeqPos.8.RACS820110	0.005
SeqPos.3.RADA880103	0.005
SeqPos.6.NAKH900102	0.005
SeqPos.7.GRAR740102	0.005
SeqPos.5.PTIO830101	0.005
SeqPos.4.NOZY710101	0.005
SeqPos.4.WOLS870102	0.005
SeqPos.3.ZHOH040102	0.005
SeqPos.5.JANJ780103	0.005
SeqPos.2.LEVM780103	0.005
SeqPos.6.CORJ870108	0.005
SeqPos.2.QIAN880134	0.005
SeqPos.1.ROBB760104	0.005
SeqPos.2.KRIW790103	0.005
SeqPos.7.OLSK800101	0.005
SeqPos.4.LEWP710101	0.005
SeqPos.7.NADH010107	0.005
SeqPos.6.KANM800101	0.005
SeqPos.1.AURR980120	0.005
SeqPos.2.VASM830103	0.005
SeqPos.2.NADH010103	0.005
SeqPos.7.CHOP780207	0.005
SeqPos.5.CHOC760102	0.005
SeqPos.7.KOEP990102	0.005
SeqPos.2.AURR980116	0.005
SeqPos.2.ARGP820101	0.005
SeqPos.2.JOND750101	0.005
SeqPos.2.QIAN880138	0.005
SeqPos.2.BROC820102	0.005
SeqPos.4.QIAN880117	0.005
SeqPos.3.ROSG850101	0.005
SeqPos.1.SIMZ760101	0.005
SeqPos.7.FUKS010109	0.005
SeqPos.9.FAUJ830101	0.005
SeqPos.2.KUMS000101	0.005
SeqPos.2.QIAN880113	0.005
SeqPos.2.ARGP820103	0.005
SeqPos.2.OLSK800101	0.005
SeqPos.9.GRAR740101	0.005
SeqPos.3.RICJ880115	0.005
SeqPos.2.MEEJ810101	0.005
SeqPos.9.QIAN880105	0.005
SeqPos.2.WILM950103	0.005
SeqPos.4.NAKH920107	0.005
SeqPos.6.AURR980115	0.005
SeqPos.5.CHAM830105	0.005
SeqPos.2.WILM950102	0.005
SeqPos.2.GUYH850102	0.005
SeqPos.3.ROBB760104	0.005
SeqPos.3.FAUJ880113	0.005
SeqPos.1.RACS820110	0.005
SeqPos.1.KOEP990101	0.005
SeqPos.2.AURR980112	0.005
SeqPos.4.CORJ870105	0.005
SeqPos.7.HARY940101	0.005
SeqPos.6.PONP800103	0.005
SeqPos.1.RACS820102	0.005
SeqPos.4.GEOR030107	0.005
SeqPos.6.RADA880104	0.005
SeqPos.1.CHOC760103	0.005
SeqPos.2.WERD780103	0.005
SeqPos.4.FAUJ880101	0.005
SeqPos.3.MUNV940105	0.005
SeqPos.7.ROSM880103	0.005
SeqPos.3.PTIO830102	0.005
SeqPos.3.GUYH850101	0.005
SeqPos.5.LEVM760107	0.005
SeqPos.2.CEDJ970101	0.005
SeqPos.4.FODM020101	0.005
SeqPos.3.NAKH920102	0.005
SeqPos.1.LEVM760106	0.005
SeqPos.2.GEIM800104	0.005
SeqPos.5.GEOR030102	0.005
SeqPos.4.MEEJ810102	0.005
SeqPos.9.BAEK050101	0.005
SeqPos.7.FASG760104	0.005
SeqPos.5.TANS770110	0.005
SeqPos.1.AURR980105	0.005
SeqPos.1.NADH010104	0.005
SeqPos.6.CHOP780201	0.005
SeqPos.3.ZIMJ680104	0.005
SeqPos.1.PALJ810112	0.005
SeqPos.1.NOZY710101	0.005
SeqPos.9.QIAN880121	0.005
SeqPos.6.SUEM840101	0.005
SeqPos.3.MUNV940102	0.005
SeqPos.3.GRAR740103	0.005
SeqPos.9.VASM830102	0.005
SeqPos.7.FAUJ880107	0.005
SeqPos.9.QIAN880110	0.005
SeqPos.6.MEIH800102	0.005
SeqPos.3.CHOP780216	0.005
SeqPos.2.PALJ810114	0.005
SeqPos.9.GEOR030106	0.005
SeqPos.3.RACS820109	0.005
SeqPos.3.FASG760104	0.005
SeqPos.6.OOBM850101	0.005
SeqPos.7.RACS820114	0.005
SeqPos.5.QIAN880136	0.005
SeqPos.7.KUMS000101	0.005
SeqPos.1.RACS820107	0.005
SeqPos.8.PTIO830101	0.005
SeqPos.6.CHOP780202	0.005
SeqPos.2.HUTJ700103	0.005
SeqPos.6.MUNV940103	0.005
SeqPos.4.RACS820103	0.005
SeqPos.3.PRAM900101	0.005
SeqPos.3.ENGD860101	0.005
SeqPos.2.LEVM780106	0.005
SeqPos.9.WEBA780101	0.005
SeqPos.7.FODM020101	0.005
SeqPos.6.FINA770101	0.005
SeqPos.2.NAKH900107	0.005
SeqPos.1.BAEK050101	0.005
SeqPos.2.CHOP780203	0.005
SeqPos.5.GARJ730101	0.005
SeqPos.2.VASM830102	0.005
SeqPos.6.ANDN920101	0.005
SeqPos.2.QIAN880126	0.005
SeqPos.7.RACS820113	0.005
SeqPos.5.ROBB760103	0.005
SeqPos.6.TANS770109	0.005
SeqPos.6.KRIW790102	0.005
SeqPos.6.NAKH900101	0.005
SeqPos.8.QIAN880107	0.005
SeqPos.7.PRAM820101	0.005
SeqPos.7.ZIMJ680105	0.005
SeqPos.4.MEEJ810101	0.005
SeqPos.7.GOLD730102	0.005
SeqPos.7.CHOP780216	0.005
SeqPos.3.GEOR030109	0.005
SeqPos.2.PALJ810113	0.005
SeqPos.9.MAXF760103	0.005
SeqPos.3.JURD980101	0.005
SeqPos.3.ROBB760103	0.005
SeqPos.2.KLEP840101	0.005
SeqPos.2.RICJ880105	0.005
SeqPos.7.ZIMJ680102	0.005
SeqPos.2.CRAJ730101	0.005
SeqPos.7.NAKH900102	0.005
SeqPos.4.WERD780102	0.005
SeqPos.1.VINM940102	0.005
SeqPos.2.MIYS990103	0.005
SeqPos.9.BROC820101	0.005
SeqPos.7.ROBB790101	0.005
SeqPos.2.MAXF760103	0.005
SeqPos.3.RADA880101	0.005
SeqPos.3.LEVM760102	0.005
SeqPos.4.DAYM780201	0.005
SeqPos.2.NOZY710101	0.005
SeqPos.9.NAKH920103	0.005
SeqPos.2.KARP850101	0.005
SeqPos.9.VELV850101	0.005
SeqPos.9.COSI940101	0.005
SeqPos.2.QIAN880123	0.005
SeqPos.5.NAGK730101	0.005
SeqPos.5.JANJ790102	0.005
SeqPos.5.MUNV940104	0.005
SeqPos.2.KOEP990101	0.005
SeqPos.4.WILM950102	0.005
SeqPos.6.WOLR810101	0.005
SeqPos.7.ISOY800101	0.005
SeqPos.7.JOND920102	0.005
SeqPos.2.RACS820113	0.005
SeqPos.6.KUMS000103	0.005
SeqPos.1.NADH010107	0.005
SeqPos.3.JOND750102	0.005
SeqPos.9.AURR980101	0.005
SeqPos.2.MUNV940102	0.005
SeqPos.2.ROBB760113	0.005
SeqPos.1.NADH010106	0.005
SeqPos.2.NAGK730101	0.005
SeqPos.2.RACS820110	0.005
SeqPos.3.PALJ810105	0.005
SeqPos.2.WOLS870101	0.005
SeqPos.2.CHOP780212	0.005
SeqPos.7.BURA740102	0.005
SeqPos.3.ROBB760110	0.005
SeqPos.2.OOBM770101	0.005
SeqPos.1.COHE430101	0.005
SeqPos.2.DAYM780101	0.005
SeqPos.1.GEOR030102	0.005
SeqPos.7.WILM950103	0.005
SeqPos.1.RACS820114	0.005
SeqPos.4.QIAN880104	0.005
SeqPos.2.FUKS010111	0.005
SeqPos.4.PALJ810110	0.005
SeqPos.2.MEEJ800102	0.005
SeqPos.6.NAKH900107	0.005
SeqPos.2.QIAN880133	0.005
SeqPos.5.OOBM850103	0.005
SeqPos.9.FINA910101	0.005
SeqPos.1.CHOP780215	0.005
SeqPos.6.RACS820105	0.005
SeqPos.7.CORJ870101	0.005
SeqPos.7.OOBM770102	0.005
SeqPos.8.FAUJ880109	0.005
SeqPos.6.OOBM770102	0.005
SeqPos.7.ROBB760102	0.005
SeqPos.5.LEVM760104	0.005
SeqPos.5.RADA880107	0.005
SeqPos.1.OLSK800101	0.005
SeqPos.3.ISOY800105	0.005
SeqPos.9.RACS820111	0.005
SeqPos.3.DAWD720101	0.005
SeqPos.7.KANM800104	0.005
SeqPos.8.KRIW710101	0.005
SeqPos.1.FAUJ880107	0.005
SeqPos.6.BAEK050101	0.005
SeqPos.7.NISK800101	0.005
SeqPos.5.ISOY800101	0.005
SeqPos.4.CHAM830102	0.005
SeqPos.7.WERD780103	0.005
SeqPos.6.RICJ880111	0.005
SeqPos.2.TANS770103	0.005
SeqPos.9.GARJ730101	0.005
SeqPos.6.MEIH800101	0.005
SeqPos.1.WOLS870101	0.005
SeqPos.4.GEIM800104	0.005
SeqPos.6.NAKH920107	0.005
SeqPos.2.KARP850102	0.005
SeqPos.7.COHE430101	0.005
SeqPos.3.CHAM830101	0.005
SeqPos.6.CIDH920104	0.005
SeqPos.1.FAUJ880103	0.005
SeqPos.6.FUKS010111	0.005
SeqPos.3.OOBM770105	0.005
SeqPos.6.NAGK730103	0.005
SeqPos.2.RICJ880111	0.005
SeqPos.9.DAWD720101	0.005
SeqPos.3.TSAJ990101	0.005
SeqPos.3.TSAJ990102	0.005
SeqPos.3.BIGC670101	0.005
SeqPos.9.FUKS010101	0.005
SeqPos.3.GOLD730102	0.005
SeqPos.5.GUYH850104	0.005
SeqPos.6.QIAN880138	0.005
SeqPos.6.NISK800101	0.005
SeqPos.6.BIOV880102	0.005
SeqPos.8.WOLR790101	0.005
SeqPos.6.GUYH850104	0.005
SeqPos.4.JOND920102	0.005
SeqPos.6.CHAM820102	0.005
SeqPos.2.SWER830101	0.005
SeqPos.2.CORJ870102	0.005
SeqPos.3.ROBB760107	0.005
SeqPos.4.AURR980104	0.005
SeqPos.7.GEIM800107	0.005
SeqPos.3.CEDJ970101	0.005
SeqPos.6.RICJ880109	0.005
SeqPos.4.NAKH900112	0.005
SeqPos.2.BROC820101	0.005
SeqPos.6.TANS770101	0.005
SeqPos.2.NAKH920103	0.005
SeqPos.7.ROBB760109	0.005
SeqPos.7.CHOP780101	0.005
SeqPos.7.NADH010104	0.005
SeqPos.1.PONP800107	0.005
SeqPos.9.JACR890101	0.005
SeqPos.6.AURR980113	0.005
SeqPos.5.AURR980115	0.005
SeqPos.6.QIAN880110	0.005
SeqPos.7.RICJ880116	0.005
SeqPos.6.QIAN880103	0.005
SeqPos.6.CHOC760104	0.005
SeqPos.9.LEVM760105	0.005
SeqPos.2.RACS820107	0.005
SeqPos.1.ISOY800101	0.005
SeqPos.9.PTIO830101	0.005
SeqPos.8.PARS000102	0.005
SeqPos.9.GEIM800106	0.005
SeqPos.3.KUHL950101	0.005
SeqPos.7.RICJ880114	0.005
SeqPos.6.CIDH920103	0.005
SeqPos.6.RACS770102	0.005
SeqPos.6.NAGK730102	0.005
SeqPos.7.QIAN880125	0.005
SeqPos.7.ANDN920101	0.005
SeqPos.2.AURR980107	0.005
SeqPos.7.PONP800107	0.005
SeqPos.6.CORJ870101	0.005
SeqPos.7.WOLS870103	0.005
SeqPos.3.ROBB760105	0.005
SeqPos.6.NAKH920101	0.005
SeqPos.2.SUEM840101	0.005
SeqPos.4.KIMC930101	0.005
SeqPos.6.CHOC760103	0.005
SeqPos.6.JANJ790102	0.005
SeqPos.7.TANS770104	0.005
SeqPos.1.PALJ810114	0.005
SeqPos.2.PONP800107	0.005
SeqPos.8.RACS820104	0.005
SeqPos.1.BUNA790103	0.005
SeqPos.5.KYTJ820101	0.005
SeqPos.4.FAUJ880109	0.005
SeqPos.4.CHOP780101	0.005
SeqPos.6.WOLR790101	0.005
SeqPos.6.PALJ810115	0.005
SeqPos.2.AURR980113	0.005
SeqPos.6.NADH010105	0.005
SeqPos.2.SUEM840102	0.005
SeqPos.3.AURR980103	0.005
SeqPos.7.SNEP660103	0.005
SeqPos.4.CHAM830103	0.005
SeqPos.7.PALJ810101	0.005
SeqPos.4.ROBB760109	0.005
SeqPos.3.FUKS010108	0.005
SeqPos.1.KOEP990102	0.005
SeqPos.2.MUNV940101	0.005
SeqPos.6.FASG890101	0.005
SeqPos.7.PRAM900104	0.005
SeqPos.2.RICJ880107	0.005
SeqPos.7.PALJ810116	0.005
SeqPos.2.KANM800102	0.005
SeqPos.2.NAKH920107	0.005
SeqPos.3.SUEM840102	0.005
SeqPos.7.KUMS000104	0.005
SeqPos.4.PALJ810111	0.005
SeqPos.2.RICJ880109	0.005
SeqPos.4.QIAN880109	0.005
SeqPos.2.NISK800101	0.005
SeqPos.9.AURR980103	0.005
SeqPos.6.RACS770103	0.005
SeqPos.6.OOBM770103	0.005
SeqPos.7.KARP850103	0.005
SeqPos.4.QIAN880119	0.005
SeqPos.2.KUMS000103	0.005
SeqPos.2.LEVM760104	0.005
SeqPos.2.GEIM800110	0.005
SeqPos.2.BEGF750101	0.005
SeqPos.7.SUEM840102	0.005
SeqPos.8.WERD780102	0.005
SeqPos.4.VASM830102	0.005
SeqPos.4.BEGF750103	0.005
SeqPos.4.PTIO830102	0.005
SeqPos.7.NISK860101	0.005
SeqPos.3.FINA910101	0.005
SeqPos.1.FUKS010112	0.005
SeqPos.5.RICJ880106	0.005
SeqPos.6.RADA880108	0.005
SeqPos.3.PLIV810101	0.005
SeqPos.7.LEVM760102	0.005
SeqPos.4.QIAN880135	0.005
SeqPos.6.AURR980101	0.005
SeqPos.9.NAKH900107	0.005
SeqPos.8.CHOP780213	0.005
SeqPos.4.CHAM810101	0.005
SeqPos.5.ROSM880101	0.005
SeqPos.5.MIYS850101	0.005
SeqPos.2.FODM020101	0.005
SeqPos.6.DESM900102	0.005
SeqPos.3.VINM940101	0.005
SeqPos.7.NADH010102	0.005
SeqPos.4.FUKS010104	0.005
SeqPos.2.GEOR030109	0.005
SeqPos.7.HOPT810101	0.005
SeqPos.8.RACS820109	0.005
SeqPos.2.CORJ870105	0.005
SeqPos.6.ROSM880103	0.005
SeqPos.6.JUKT750101	0.005
SeqPos.5.NAKH900113	0.005
SeqPos.9.TANS770105	0.005
SeqPos.2.MIYS850101	0.005
SeqPos.3.HOPA770101	0.005
SeqPos.3.FASG760103	0.005
SeqPos.8.NADH010107	0.005
SeqPos.4.ROBB760103	0.005
SeqPos.3.SNEP660101	0.005
SeqPos.7.BLAS910101	0.005
SeqPos.6.NADH010103	0.005
SeqPos.6.CHOP780206	0.005
SeqPos.2.MAXF760102	0.005
SeqPos.6.JACR890101	0.005
SeqPos.5.PRAM820103	0.005
SeqPos.2.GEIM800106	0.005
SeqPos.6.TANS770102	0.005
SeqPos.3.LEVM760106	0.005
SeqPos.6.OOBM850105	0.005
SeqPos.3.KYTJ820101	0.005
SeqPos.6.KARP850103	0.005
SeqPos.4.ROBB760102	0.005
SeqPos.9.CIDH920101	0.005
SeqPos.3.GEOR030103	0.005
SeqPos.2.FAUJ880110	0.005
SeqPos.6.AURR980119	0.005
SeqPos.6.RICJ880116	0.005
SeqPos.6.RADA880103	0.005
SeqPos.4.NAKH920101	0.004
SeqPos.2.RACS820114	0.004
SeqPos.1.BURA740101	0.004
SeqPos.3.ZIMJ680105	0.004
SeqPos.4.ROBB760112	0.004
SeqPos.8.ROBB760101	0.004
SeqPos.7.WILM950104	0.004
SeqPos.6.NISK860101	0.004
SeqPos.2.MIYS990104	0.004
SeqPos.2.RICJ880103	0.004
SeqPos.2.QIAN880132	0.004
SeqPos.4.WOLR810101	0.004
SeqPos.2.PTIO830101	0.004
SeqPos.6.TSAJ990101	0.004
SeqPos.6.TSAJ990102	0.004
SeqPos.4.DIGM050101	0.004
SeqPos.1.CHOP780205	0.004
SeqPos.1.NAKH900103	0.004
SeqPos.2.TANS770102	0.004
SeqPos.5.BLAM930101	0.004
SeqPos.4.ROBB790101	0.004
SeqPos.3.ISOY800101	0.004
SeqPos.8.FAUJ880113	0.004
SeqPos.7.SWER830101	0.004
SeqPos.7.CORJ870102	0.004
SeqPos.7.FAUJ880101	0.004
SeqPos.2.COHE430101	0.004
SeqPos.8.ZIMJ680102	0.004
SeqPos.3.PONP800101	0.004
SeqPos.9.CIDH920102	0.004
SeqPos.1.QIAN880138	0.004
SeqPos.7.LEVM760105	0.004
SeqPos.7.WERD780102	0.004
SeqPos.6.GEIM800101	0.004
SeqPos.3.PONP800107	0.004
SeqPos.3.FINA770101	0.004
SeqPos.1.MAXF760105	0.004
SeqPos.7.RACS820110	0.004
SeqPos.3.DIGM050101	0.004
SeqPos.6.DESM900101	0.004
SeqPos.6.LAWE840101	0.004
SeqPos.3.LIFS790103	0.004
SeqPos.9.ROBB760106	0.004
SeqPos.9.NAKH900105	0.004
SeqPos.7.AURR980102	0.004
SeqPos.5.PARS000102	0.004
SeqPos.7.GUYH850101	0.004
SeqPos.2.TANS770101	0.004
SeqPos.3.QIAN880118	0.004
SeqPos.3.HARY940101	0.004
SeqPos.7.CHAM820101	0.004
SeqPos.5.BEGF750103	0.004
SeqPos.6.PALJ810103	0.004
SeqPos.7.LEVM780106	0.004
SeqPos.7.GEIM800106	0.004
SeqPos.6.LEVM760105	0.004
SeqPos.9.GEIM800111	0.004
SeqPos.7.WARP780101	0.004
SeqPos.1.QIAN880116	0.004
SeqPos.2.GEIM800111	0.004
SeqPos.9.JANJ790101	0.004
SeqPos.1.MEEJ810101	0.004
SeqPos.1.BEGF750102	0.004
SeqPos.8.FAUJ830101	0.004
SeqPos.7.COWR900101	0.004
SeqPos.1.YUTK870103	0.004
SeqPos.6.NAKH920106	0.004
SeqPos.5.CHOP780207	0.004
SeqPos.4.GEIM800108	0.004
SeqPos.4.WEBA780101	0.004
SeqPos.2.ZIMJ680105	0.004
SeqPos.1.SUYM030101	0.004
SeqPos.3.FAUJ880110	0.004
SeqPos.6.QIAN880101	0.004
SeqPos.7.LEVM760101	0.004
SeqPos.7.RACS820103	0.004
SeqPos.9.NAKH900111	0.004
SeqPos.2.BHAR880101	0.004
SeqPos.3.MEEJ810102	0.004
SeqPos.1.RICJ880106	0.004
SeqPos.2.MONM990101	0.004
SeqPos.7.NAKH920104	0.004
SeqPos.7.NAKH900103	0.004
SeqPos.1.CHOC760104	0.004
SeqPos.6.GEOR030107	0.004
SeqPos.2.MEEJ810102	0.004
SeqPos.7.RICJ880101	0.004
SeqPos.7.RICJ880102	0.004
SeqPos.1.CEDJ970102	0.004
SeqPos.3.MITS020101	0.004
SeqPos.3.VELV850101	0.004
SeqPos.3.COSI940101	0.004
SeqPos.5.GEIM800104	0.004
SeqPos.1.DESM900101	0.004
SeqPos.3.QIAN880113	0.004
SeqPos.6.FUKS010102	0.004
SeqPos.6.RACS820111	0.004
SeqPos.6.NAKH900103	0.004
SeqPos.3.VINM940102	0.004
SeqPos.1.ONEK900101	0.004
SeqPos.7.KANM800102	0.004
SeqPos.7.QIAN880119	0.004
SeqPos.3.PONP800102	0.004
SeqPos.2.PTIO830102	0.004
SeqPos.8.BROC820102	0.004
SeqPos.6.CHOP780212	0.004
SeqPos.3.LIFS790102	0.004
SeqPos.9.ROBB760112	0.004
SeqPos.4.MAXF760106	0.004
SeqPos.2.QIAN880102	0.004
SeqPos.6.LEVM780103	0.004
SeqPos.5.GRAR740101	0.004
SeqPos.2.RACS820104	0.004
SeqPos.4.WERD780101	0.004
SeqPos.2.ROBB760103	0.004
SeqPos.1.CHOC760102	0.004
SeqPos.1.BROC820101	0.004
SeqPos.6.GEOR030103	0.004
SeqPos.6.KANM800103	0.004
SeqPos.4.GRAR740101	0.004
SeqPos.3.RICJ880109	0.004
SeqPos.1.DAWD720101	0.004
SeqPos.2.BURA740102	0.004
SeqPos.6.RICJ880106	0.004
SeqPos.2.ROSG850102	0.004
SeqPos.6.ISOY800101	0.004
SeqPos.6.JOND920102	0.004
SeqPos.4.WOLR790101	0.004
SeqPos.6.PONP800107	0.004
SeqPos.3.RICJ880117	0.004
SeqPos.9.KANM800102	0.004
SeqPos.1.CHOP780101	0.004
SeqPos.3.VINM940103	0.004
SeqPos.7.PARJ860101	0.004
SeqPos.1.MIYS850101	0.004
SeqPos.2.CORJ870108	0.004
SeqPos.5.QIAN880112	0.004
SeqPos.5.NAGK730103	0.004
SeqPos.1.LEVM760104	0.004
SeqPos.7.NAKH920103	0.004
SeqPos.7.AURR980120	0.004
SeqPos.2.FAUJ880106	0.004
SeqPos.6.WOLS870102	0.004
SeqPos.1.FAUJ880102	0.004
SeqPos.2.OOBM850103	0.004
SeqPos.7.CHOC760104	0.004
SeqPos.3.LEVM760105	0.004
SeqPos.3.LEVM780102	0.004
SeqPos.3.PRAM900103	0.004
SeqPos.3.ROSM880102	0.004
SeqPos.6.QIAN880115	0.004
SeqPos.3.AURR980115	0.004
SeqPos.2.CIDH920104	0.004
SeqPos.7.VINM940102	0.004
SeqPos.4.LEVM760106	0.004
SeqPos.3.RACS820114	0.004
SeqPos.1.AURR980111	0.004
SeqPos.8.CHAM830103	0.004
SeqPos.6.PONP800106	0.004
SeqPos.9.GEOR030102	0.004
SeqPos.3.WILM950102	0.004
SeqPos.3.AURR980104	0.004
SeqPos.6.GRAR740103	0.004
SeqPos.5.GUYH850105	0.004
SeqPos.8.GEOR030102	0.004
SeqPos.2.RACS770103	0.004
SeqPos.5.CHAM830101	0.004
SeqPos.6.BIGC670101	0.004
SeqPos.6.FAUJ830101	0.004
SeqPos.6.MEEJ800101	0.004
SeqPos.8.NAGK730103	0.004
SeqPos.5.SNEP660101	0.004
SeqPos.6.CHOP780216	0.004
SeqPos.6.NADH010106	0.004
SeqPos.7.RICJ880110	0.004
SeqPos.3.OOBM770104	0.004
SeqPos.6.FAUJ880106	0.004
SeqPos.9.CHAM830103	0.004
SeqPos.7.GEIM800103	0.004
SeqPos.6.WERD780102	0.004
SeqPos.7.WOLS870101	0.004
SeqPos.6.WOLS870103	0.004
SeqPos.7.CRAJ730102	0.004
SeqPos.4.ARGP820101	0.004
SeqPos.4.JOND750101	0.004
SeqPos.4.BUNA790102	0.004
SeqPos.3.KANM800104	0.004
SeqPos.1.QIAN880132	0.004
SeqPos.5.OOBM850102	0.004
SeqPos.1.ISOY800108	0.004
SeqPos.9.PALJ810111	0.004
